CONCEPT,POLARITY
faction,negative
factional,negative
factional_strife,negative
factionalism,positive
factious,negative
factoid,positive
factory,positive
factory_outlet,positive
factory_output,positive
factory_worker,positive
factual,positive
factual_accuracy,positive
factual_determination,negative
factual_dispute,negative
factual_evidence,positive
factual_information,positive
factual_knowledge,positive
factual_situation,negative
factuality,positive
factually,positive
factually_correct,positive
facula,positive
facultative,negative
facultative_anaerobe,negative
facultative_anaerobic,negative
facultatively_anaerobic,negative
faculty,positive
faculty_adviser,negative
faculty_advisor,negative
faculty_member,negative
faculty_mentor,positive
faculty_research,positive
fad,positive
faddish,negative
faddism,negative
fade_away,negative
fade_resistant,positive
fadeaway,negative
fadeaway_jumper,negative
faded,negative
fades_away,negative
fading,negative
fading_away,negative
fadwa,positive
faecal_incontinence,positive
faen,positive
faerie,positive
faery,positive
faff,positive
fag,positive
fag_hag,negative
fag_out,positive
fagaceae,negative
faggot,positive
faggot_up,negative
fagot,positive
fagrskinna,negative
fagus_sylvatica,negative
fai_cup_final,positive
fail,negative
fail-over,positive
fail-safe,positive
fail_class,negative
fail_exam,negative
fail_prematurely,negative
fail_safe,positive
fail_test,negative
fail_work,negative
failed_coup,negative
failing,negative
failing_eyesight,negative
failover,negative
failsafe,positive
failure,negative
faineance,negative
faineant,negative
faint,negative
faint_constellation,positive
faint_cry,negative
faint_glow,negative
faint_resemblance,negative
faint_scent,positive
faint_smell,negative
faint_smile,negative
faint_suddenly,negative
fainted_away,negative
fainter,negative
fainter_star,positive
faintest_sound,negative
faintest_star,positive
fainthearted,negative
faintly,negative
faintness,positive
fair,positive
fair-minded,positive
fair_complexion,positive
fair_game,negative
fair_judgment,positive
fair_share,negative
faire_un,positive
fairer,positive
fairest,positive
fairground,positive
fairground_ride,positive
fairie,positive
fairlop,positive
fairly,positive
fairly_cheap,positive
fairly_common,negative
fairly_commonplace,negative
fairly_decent,positive
fairly_easy,negative
fairly_evenly,positive
fairly_evenly_between,positive
fairly_inexpensive,positive
fairly_modest,positive
fairly_simple,negative
fairly_straightforward,negative
fairly_tolerant,positive
fairness,positive
fairview_avenue,negative
fairview_cemetery,negative
fairy,positive
fairy_candle,negative
fairy_chess_piece,positive
fairy_dust,positive
fairy_flax,positive
fairy_folk,negative
fairy_godmother,positive
fairy_magic,positive
fairy_queen,positive
fairy_story,negative
fairy_tale,positive
fairyland,positive
fairytale,negative
fairytale_wedding,positive
faith,positive
faith_god,positive
faithful,positive
faithful_companion,positive
faithful_dog,positive
faithful_inn,positive
faithful_observance,negative
faithful_servant,positive
faithfully,positive
faithfully_execute,positive
faithfulness,positive
faithlessness,positive
faiyum,positive
fajita,positive
fake,negative
fake_blood,negative
fake_certificate,negative
fake_checkpoint,negative
fake_diy,positive
fake_document,negative
fake_facebook,positive
fake_love,negative
fake_tan,negative
fake_tooth,negative
faker,negative
fakhri,positive
fakie,positive
fakir,negative
falaise_gap,positive
falaise_pocket,positive
falcate,negative
falchion,positive
falcon,positive
falcon_falco,positive
falcon_lang,positive
falconry,negative
falernian,positive
falkenstein_castle,positive
fall,negative
fall-blooming,positive
fall_apart,negative
fall_armyworm,negative
fall_asleep,positive
fall_asleep_faster,negative
fall_away,negative
fall_back,negative
fall_below,positive
fall_butt,negative
fall_dead,negative
fall_disproportionately,negative
fall_down,negative
fall_down_flight_stair,negative
fall_downhill,negative
fall_floor,negative
fall_for,negative
fall_from_grace,negative
fall_from_tree,negative
fall_ground,negative
fall_head,negative
fall_headlong,negative
fall_ice,negative
fall_in_love,positive
fall_love,positive
fall_madly,positive
fall_mud,negative
fall_off,negative
fall_off_chair,negative
fall_on_butt,negative
fall_out,positive
fall_out_bed,negative
fall_out_of_window,negative
fall_over,negative
fall_overboard,negative
fall_panicum,positive
fall_prey,negative
fall_semester,positive
fall_sick,negative
fall_sky,negative
fall_spring,positive
fall_tree,negative
fall_unconscious,negative
fall_victim,negative
fall_well,negative
fall_windsor,positive
fallacious,negative
fallaciously,negative
fallaciousness,negative
fallacy,negative
fallaway_jumper,negative
fallback,negative
fallen_angel,positive
fallen_leaf,negative
fallen_tree,negative
falleth,negative
fallfish,negative
fallibilism,negative
fallibility,negative
fallible,negative
falling,negative
falling-out,negative
falling_apart,negative
falling_asleep,negative
falling_behind,positive
falling_ill,positive
falling_into_disrepair,negative
falling_off,negative
falling_overboard,positive
falling_prey,negative
falling_victim,negative
falling_water,positive
falloff,negative
fallout,negative
fallow,negative
fallow_land,positive
falls_apart,positive
falls_overboard,positive
falls_prey,negative
fallujah,negative
FALSE,negative
false_accusation,negative
false_accusation_against,negative
false_accuser,negative
false_affidavit,negative
false_analogy,negative
false_asphodel,negative
false_assumption,negative
false_beard,positive
false_belief,negative
false_brother,negative
false_confession,negative
false_dichotomy,negative
false_dilemma,positive
false_doctrine,positive
false_foxglove,negative
false_gavial,negative
false_hellebore,negative
false_impression,negative
false_killer_whale,negative
false_modesty,positive
false_piety,positive
false_positive_rate,positive
false_premise,negative
false_pretext,negative
false_reassurance,positive
false_sense,positive
false_statement,negative
false_teeth,negative
false_testimony,negative
false_tooth,negative
false_umbilicate,positive
false_witness,negative
falsehood,negative
falsely,negative
falsely_claim,negative
falseness,negative
falsest,negative
falsetto,positive
falsification,negative
falsify,negative
falsity,negative
falter,negative
fame,positive
fame_trainer,positive
famed,positive
famed_explorer,positive
familial,positive
familial_alzheimer_disease,negative
familial_connection,positive
familial_pattern,positive
familial_relationship,positive
familial_resemblance,negative
familiar,positive
familiar_refrain,positive
familiarise,positive
familiarity,positive
familiarity_uncle,positive
familiarize,positive
famille_et,positive
family,positive
family_acf,positive
family_activity,positive
family_amphicyonidae_bear,positive
family_apiaceae,positive
family_apidae_subfamily_apinae,positive
family_ardeidae,positive
family_artamidae,negative
family_bathyergidae,negative
family_batrachoididae,positive
family_burying_ground,negative
family_calappidae,negative
family_carcharhinidae,negative
family_castoridae,positive
family_ciconiidae,negative
family_corvidae,negative
family_crabronidae,negative
family_dipodidae,negative
family_doctor,positive
family_dog,positive
family_echimyidae,negative
family_elapidae,negative
family_enterobacteriaceae,negative
family_erethizontidae,negative
family_estrildidae,negative
family_etmopteridae,negative
family_flaviviridae,positive
family_fun,positive
family_gathering,positive
family_gliridae,negative
family_halictidae,positive
family_heirloom,positive
family_herpesviridae,positive
family_heteromyidae,negative
family_history,positive
family_home,positive
family_hydrobatidae,positive
family_limapontiidae,positive
family_line,positive
family_live,positive
family_member,positive
family_monacanthidae,negative
family_mycosphaerellaceae,negative
family_myctophidae,negative
family_mytilidae,negative
family_narcinidae,negative
family_nesomyidae,negative
family_nest,positive
family_nurse_practitioner,negative
family_orthomyxoviridae,negative
family_paramyxoviridae,positive
family_pentatomidae,negative
family_photo,positive
family_picture,positive
family_reduviidae,negative
family_relation,positive
family_reoviridae,positive
family_reunification,negative
family_reunion,positive
family_sciuridae,negative
family_scorpionidae,negative
family_serranidae,negative
family_size,positive
family_solanaceae,negative
family_spalacidae,negative
family_sparidae,negative
family_sphaeriidae,negative
family_tetraodontidae,negative
family_time,positive
family_tree,positive
family_trigonochlamydidae,positive
family_uranoscopidae,negative
family_vespidae,negative
family_xenophoridae,positive
famine,negative
famished,negative
famotidine,positive
famous,positive
famous_brand,positive
famous_person,positive
famous_soliloquy,negative
famous_tourist_attraction,positive
famvir,negative
fan,positive
fan_belt,positive
fan_club,negative
fan_dance,positive
fan_palm,positive
fan_palm_washingtonia,positive
fanatic,negative
fanatical,negative
fanatically,negative
fanaticism,negative
fanboy,negative
fancier,positive
fanciful,negative
fancify,positive
fanconi_syndrome,negative
fancy,positive
fancy_car,positive
fancy_clothes,positive
fancy_dinner,positive
fancy_dress,positive
fancy_dress_parade,negative
fancy_girl,negative
fancy_house,positive
fancy_restaurant,positive
fancy_woman,positive
fang,negative
fania_all,positive
fanned_out,negative
fanning_out,positive
fanny,negative
fanny_pack,positive
fanqie,negative
fantaisie,positive
fantasize,negative
fantastic,positive
fantastical,positive
fantastically,negative
fantasy,positive
fantasy_adventure,positive
fantasy_adventure_film,positive
fantasy_epic,positive
fantasy_fiction,positive
fantasy_genre,positive
fantasy_horror,positive
fantasy_novel,positive
fantasy_realm,positive
fantasy_saga,positive
fanzine,positive
faq,negative
faq_page,negative
faq_section,negative
far,negative
far-away,positive
far-famed,positive
far-fetched,negative
far-flung,positive
far-off,positive
far-ranging,positive
far-reaching,positive
far-sighted,positive
far_afield,negative
far_away,negative
far_deadlier,negative
far_east,positive
far_from,negative
far_from_home,negative
far_less_costly,negative
far_outnumber,negative
far_outweigh,positive
far_superior,positive
far_west,positive
far_worse,negative
farandole,positive
farang,negative
faraway,positive
faraway_place,negative
