Tweets/Message,Matched Words,Positive Word Frequency,Negative Word Frequency,Tweet Polarity
pm trudeau speaks to rally nation in war on coronavirus wwii veterans fought for us we will fight to protect them now pandemic covid19 farmers education aarp canada metoo genx millenials genz 1u indigenous p2 latinx blm lgbtq httpstcogjlazqmjdu,"['to', 'rally', 'nation', 'in', 'war', 'wwii', 'for', 'fight', 'protect', 'pandemic', 'education', 'indigenous']",9,4,POSITIVE
maybe one of the biggest takeaways at the end of the day will be this the bricksandmortar classroom is one of the biggest assets in narrowing the socioeconomic divide amp distance learning during this pandemic is widening inequities onted onpoli ,"['maybe', 'one', 'of', 'the', 'biggest', 'end', 'day', 'classroom', 'in', 'narrowing', 'socioeconomic', 'divide', 'distance', 'learning', 'pandemic']",18,6,POSITIVE
educators worry gap may grow for disadvantaged students stuck at home  the globe and mail calphonso globeandmail malloyjohn terimooring  ,"['worry', 'gap', 'grow', 'for', 'disadvantaged', 'stuck', 'home', 'the', 'globe', 'mail']",6,4,POSITIVE
shabnamhamseda seakasperson chattingkat curious as to why given that those above have dedication their lives to canada and are have the education qualifications and dedication to canada,"['curious', 'to', 'those', 'above', 'have', 'dedication', 'are', 'the', 'education']",13,0,POSITIVE
ukrainian orthodox church of canada  online youth education and sunday school,"['orthodox', 'church', 'of', 'online', 'youth', 'education', 'sunday', 'school']",8,0,POSITIVE
shortsighted move this can be done remotely as the pathologists noted students should not see the supports they need to succeed cut back during this time speech pathologists at calgary schools say theyre heartbroken after surprise layoffs  cbc news ,"['shortsighted', 'move', 'the', 'see', 'need', 'to', 'succeed', 'cut', 'back', 'time', 'speech', 'say', 'heartbroken', 'surprise', 'news']",13,3,POSITIVE
maybe one of the biggest takeaways at the end of the day will be this the bricksandmortar classroom is one of the biggest assets in narrowing the socioeconomic divide amp distance learning during this pandemic is widening inequities onted onpoli ,"['maybe', 'one', 'of', 'the', 'biggest', 'end', 'day', 'classroom', 'in', 'narrowing', 'socioeconomic', 'divide', 'distance', 'learning', 'pandemic']",18,6,POSITIVE
shortsighted move this can be done remotely as the pathologists noted students should not see the supports they need to succeed cut back during this time speech pathologists at calgary schools say theyre heartbroken after surprise layoffs  cbc news ,"['shortsighted', 'move', 'the', 'see', 'need', 'to', 'succeed', 'cut', 'back', 'time', 'speech', 'say', 'heartbroken', 'surprise', 'news']",13,3,POSITIVE
toronto police are ramping up their crackdown on people who arent taking physical distancing seriously officers are moving away from education and awareness to adopt more strident enforcement of emergency laws aimed at stopping covid19 my story httpstcongnziozfjw,"['police', 'are', 'up', 'crackdown', 'people', 'taking', 'physical', 'seriously', 'moving', 'away', 'education', 'awareness', 'to', 'adopt', 'strident', 'enforcement', 'of', 'emergency', 'story']",13,7,POSITIVE
looking for mortgage or personal loans get your appointment done with ustel 18885113484email infoimortgagecapitaldlccommortgages agent realestate house happyhouse brand loan canada toronto bramton ontario education refinance httpstco58wqszmhru,"['looking', 'for', 'mortgage', 'personal', 'get', 'appointment', 'agent', 'house', 'brand', 'loan', 'education']",11,0,POSITIVE
shortsighted move this can be done remotely as the pathologists noted students should not see the supports they need to succeed cut back during this time speech pathologists at calgary schools say theyre heartbroken after surprise layoffs  cbc news ,"['shortsighted', 'move', 'the', 'see', 'need', 'to', 'succeed', 'cut', 'back', 'time', 'speech', 'say', 'heartbroken', 'surprise', 'news']",13,3,POSITIVE
shortsighted move this can be done remotely as the pathologists noted students should not see the supports they need to succeed cut back during this time speech pathologists at calgary schools say theyre heartbroken after surprise layoffs  cbc news ,"['shortsighted', 'move', 'the', 'see', 'need', 'to', 'succeed', 'cut', 'back', 'time', 'speech', 'say', 'heartbroken', 'surprise', 'news']",13,3,POSITIVE
shortsighted move this can be done remotely as the pathologists noted students should not see the supports they need to succeed cut back during this time speech pathologists at calgary schools say theyre heartbroken after surprise layoffs  cbc news ,"['shortsighted', 'move', 'the', 'see', 'need', 'to', 'succeed', 'cut', 'back', 'time', 'speech', 'say', 'heartbroken', 'surprise', 'news']",13,3,POSITIVE
the bricksandmortar classroom is one of the biggest assets in narrowing the divide and distance learning during this pandemic is widening inequities that may end up setting back some children from marginalized communities even further laurierem202 ,"['the', 'classroom', 'one', 'of', 'biggest', 'in', 'narrowing', 'divide', 'distance', 'learning', 'pandemic', 'end', 'up', 'setting', 'back', 'children', 'further']",16,3,POSITIVE
top 10 sites to learn excel for free sites for free online education sites for your career sites to review your resume for free indemand jobs in canada in 2019 certificates in canada in 2019 sites for interview preparation tech skills in demand in 2019thread,"['top', 'to', 'learn', 'excel', 'for', 'free', 'online', 'education', 'career', 'review', 'resume', 'in', 'interview', 'preparation', 'tech', 'demand']",28,0,POSITIVE
these layoffs are because abed adrianalagrange cut 128m just a couple of weeks ago of course layoff notices are being issued she forced boards to do it ableg ,"['are', 'cut', 'just', 'couple', 'of', 'ago', 'course', 'forced', 'to', 'do']",9,3,POSITIVE
maybe one of the biggest takeaways at the end of the day will be this the bricksandmortar classroom is one of the biggest assets in narrowing the socioeconomic divide amp distance learning during this pandemic is widening inequities onted onpoli ,"['maybe', 'one', 'of', 'the', 'biggest', 'end', 'day', 'classroom', 'in', 'narrowing', 'socioeconomic', 'divide', 'distance', 'learning', 'pandemic']",18,6,POSITIVE
there is an assumption that students are going to be disciplined they are going to be supported by parents and caregivers quite frankly its ridiculous said ms farhadi who is also a teacher with the toronto boardadrianalagrange abed ableg,"['assumption', 'are', 'going', 'to', 'disciplined', 'frankly', 'ridiculous', 'teacher', 'the']",9,3,POSITIVE
shortsighted move this can be done remotely as the pathologists noted students should not see the supports they need to succeed cut back during this time speech pathologists at calgary schools say theyre heartbroken after surprise layoffs  cbc news ,"['shortsighted', 'move', 'the', 'see', 'need', 'to', 'succeed', 'cut', 'back', 'time', 'speech', 'say', 'heartbroken', 'surprise', 'news']",13,3,POSITIVE
maybe one of the biggest takeaways at the end of the day will be this the bricksandmortar classroom is one of the biggest assets in narrowing the socioeconomic divide amp distance learning during this pandemic is widening inequities onted onpoli ,"['maybe', 'one', 'of', 'the', 'biggest', 'end', 'day', 'classroom', 'in', 'narrowing', 'socioeconomic', 'divide', 'distance', 'learning', 'pandemic']",18,6,POSITIVE
maybe one of the biggest takeaways at the end of the day will be this the bricksandmortar classroom is one of the biggest assets in narrowing the socioeconomic divide amp distance learning during this pandemic is widening inequities onted onpoli ,"['maybe', 'one', 'of', 'the', 'biggest', 'end', 'day', 'classroom', 'in', 'narrowing', 'socioeconomic', 'divide', 'distance', 'learning', 'pandemic']",18,6,POSITIVE
maybe one of the biggest takeaways at the end of the day will be this the bricksandmortar classroom is one of the biggest assets in narrowing the socioeconomic divide amp distance learning during this pandemic is widening inequities onted onpoli ,"['maybe', 'one', 'of', 'the', 'biggest', 'end', 'day', 'classroom', 'in', 'narrowing', 'socioeconomic', 'divide', 'distance', 'learning', 'pandemic']",18,6,POSITIVE
at engage education our top priority remains the wellbeing and welfare of our candidates our consultants are on hand to answer any of your questions contact us on 855 636 4243 or enquiriesengageeducationcomcanada canadianteachers canadianteacher education canedchat httpstcoy0uhysgovs,"['engage', 'education', 'top', 'priority', 'remains', 'the', 'wellbeing', 'welfare', 'of', 'are', 'hand', 'to', 'answer', 'contact']",15,1,POSITIVE
during this pandemic the gap will only grow for disadvantaged students once this is behind us equity must become a serious point of discussion,"['pandemic', 'the', 'gap', 'only', 'grow', 'for', 'disadvantaged', 'behind', 'equity', 'become', 'serious', 'point', 'of', 'discussion']",9,5,POSITIVE
these layoffs are because abed adrianalagrange cut 128m just a couple of weeks ago of course layoff notices are being issued she forced boards to do it ableg ,"['are', 'cut', 'just', 'couple', 'of', 'ago', 'course', 'forced', 'to', 'do']",9,3,POSITIVE
these layoffs are because abed adrianalagrange cut 128m just a couple of weeks ago of course layoff notices are being issued she forced boards to do it ableg ,"['are', 'cut', 'just', 'couple', 'of', 'ago', 'course', 'forced', 'to', 'do']",9,3,POSITIVE
maybe one of the biggest takeaways at the end of the day will be this the bricksandmortar classroom is one of the biggest assets in narrowing the socioeconomic divide amp distance learning during this pandemic is widening inequities onted onpoli ,"['maybe', 'one', 'of', 'the', 'biggest', 'end', 'day', 'classroom', 'in', 'narrowing', 'socioeconomic', 'divide', 'distance', 'learning', 'pandemic']",18,6,POSITIVE
maybe one of the biggest takeaways at the end of the day will be this the bricksandmortar classroom is one of the biggest assets in narrowing the socioeconomic divide amp distance learning during this pandemic is widening inequities onted onpoli ,"['maybe', 'one', 'of', 'the', 'biggest', 'end', 'day', 'classroom', 'in', 'narrowing', 'socioeconomic', 'divide', 'distance', 'learning', 'pandemic']",18,6,POSITIVE
maybe one of the biggest takeaways at the end of the day will be this the bricksandmortar classroom is one of the biggest assets in narrowing the socioeconomic divide amp distance learning during this pandemic is widening inequities onted onpoli ,"['maybe', 'one', 'of', 'the', 'biggest', 'end', 'day', 'classroom', 'in', 'narrowing', 'socioeconomic', 'divide', 'distance', 'learning', 'pandemic']",18,6,POSITIVE
birdjo terrytruchan lumin8 jkenneys attack on our education healthcare amp his slavery to oil amp the us providing them w 7000 oil jobs should scare you his paranoia should scare you  his protection of corrupt shandro should scare you we pay him ucpcorruption ,"['attack', 'education', 'healthcare', 'slavery', 'to', 'oil', 'the', 'scare', 'paranoia', 'protection', 'of', 'corrupt', 'pay']",8,8,NEUTRAL
with increasing efforts to indigenize amp decolonize education amp respond to the truth and reconciliation calls to action in canada what is 1 thing you wish nonindigenous administrators amp educators knew what is one piece of advice you have for indigenous folks in this space,"['increasing', 'to', 'education', 'respond', 'the', 'truth', 'reconciliation', 'action', 'in', 'wish', 'one', 'piece', 'of', 'advice', 'have', 'for', 'indigenous', 'space']",20,1,POSITIVE
